"Mkt.Status","Active Ingredient","Proprietary Name","Appl. No.","Product Number","Dosage Form","Route","Strength","TE Code","RLD","RS","Applicant Holder","Approval Date"
"RX","CELECOXIB","CELECOXIB","A211412","004","CAPSULE","ORAL","400MG","AB","","","YILING PHARMACEUTICAL LTD","Mar 6, 2020"
"RX","CELECOXIB","ELYXYB","N212157","001","SOLUTION","ORAL","25MG/ML","","RLD","RS","SCILEX PHARMACEUTICALS INC","May 5, 2020"
"RX","CELECOXIB","VYSCOXA","N211759","001","SUSPENSION","ORAL","10MG/ML","","RLD","RS","CARWIN PHARMACEUTICAL ASSOCIATES LLC","Jul 29, 2025"
"DISCN","AMLODIPINE BESYLATE; CELECOXIB","CONSENSI","N210045","001","TABLET","ORAL","EQ 2.5MG BASE; 200MG","","RLD","","PURPLE BIOTECH LTD","May 31, 2018"
"DISCN","AMLODIPINE BESYLATE; CELECOXIB","CONSENSI","N210045","002","TABLET","ORAL","EQ 5MG BASE; 200MG","","RLD","","PURPLE BIOTECH LTD","May 31, 2018"
"DISCN","AMLODIPINE BESYLATE; CELECOXIB","CONSENSI","N210045","003","TABLET","ORAL","EQ 10MG BASE; 200MG","","RLD","","PURPLE BIOTECH LTD","May 31, 2018"
"DISCN","CELECOXIB","CELECOXIB","A208833","001","CAPSULE","ORAL","50MG","","","","AMNEAL PHARMACEUTICALS OF NEW YORK LLC","May 31, 2018"
"DISCN","CELECOXIB","CELECOXIB","A207061","001","CAPSULE","ORAL","50MG","","","","JUBILANT GENERICS LTD","Apr 4, 2017"
"DISCN","CELECOXIB","CELECOXIB","A078857","001","CAPSULE","ORAL","50MG","","","","PHARMOBEDIENT CONSULTING LLC","May 30, 2014"
"DISCN","CELECOXIB","CELECOXIB","A213301","001","CAPSULE","ORAL","50MG","","","","UNICHEM LABORATORIES LTD","Jan 12, 2021"
"DISCN","CELECOXIB","CELECOXIB","A205938","001","CAPSULE","ORAL","50MG","","","","ZYDUS PHARMACEUTICALS USA INC","Jul 14, 2025"
"DISCN","CELECOXIB","CELECOXIB","A208833","002","CAPSULE","ORAL","100MG","","","","AMNEAL PHARMACEUTICALS OF NEW YORK LLC","May 31, 2018"
"DISCN","CELECOXIB","CELECOXIB","A207061","002","CAPSULE","ORAL","100MG","","","","JUBILANT GENERICS LTD","Apr 4, 2017"
"DISCN","CELECOXIB","CELECOXIB","A078857","002","CAPSULE","ORAL","100MG","","","","PHARMOBEDIENT CONSULTING LLC","Feb 11, 2015"
"DISCN","CELECOXIB","CELECOXIB","A213127","001","CAPSULE","ORAL","100MG","","","","STRIDES PHARMA GLOBAL PTE LTD","Apr 29, 2025"
"DISCN","CELECOXIB","CELECOXIB","A213301","002","CAPSULE","ORAL","100MG","","","","UNICHEM LABORATORIES LTD","Jan 12, 2021"
"DISCN","CELECOXIB","CELECOXIB","A212564","001","CAPSULE","ORAL","100MG","","","","YABAO PHARMACEUTICAL CO LTD BEIJING","Apr 10, 2023"
"DISCN","CELECOXIB","CELECOXIB","A205938","002","CAPSULE","ORAL","100MG","","","","ZYDUS PHARMACEUTICALS USA INC","Jul 14, 2025"
"DISCN","CELECOXIB","CELECOXIB","A208833","003","CAPSULE","ORAL","200MG","","","","AMNEAL PHARMACEUTICALS OF NEW YORK LLC","May 31, 2018"
"DISCN","CELECOXIB","CELECOXIB","A207061","003","CAPSULE","ORAL","200MG","","","","JUBILANT GENERICS LTD","Apr 4, 2017"
"DISCN","CELECOXIB","CELECOXIB","A212925","001","CAPSULE","ORAL","200MG","","","","PANGEA PHARMACEUTICALS LLC","Dec 9, 2020"
"DISCN","CELECOXIB","CELECOXIB","A078857","003","CAPSULE","ORAL","200MG","","","","PHARMOBEDIENT CONSULTING LLC","Feb 11, 2015"
"DISCN","CELECOXIB","CELECOXIB","A213127","002","CAPSULE","ORAL","200MG","","","","STRIDES PHARMA GLOBAL PTE LTD","Apr 29, 2025"
"DISCN","CELECOXIB","CELECOXIB","A213301","003","CAPSULE","ORAL","200MG","","","","UNICHEM LABORATORIES LTD","Jan 12, 2021"
"DISCN","CELECOXIB","CELECOXIB","A212564","002","CAPSULE","ORAL","200MG","","","","YABAO PHARMACEUTICAL CO LTD BEIJING","Apr 10, 2023"
"DISCN","CELECOXIB","CELECOXIB","A205938","003","CAPSULE","ORAL","200MG","","","","ZYDUS PHARMACEUTICALS USA INC","Jul 14, 2025"
"DISCN","CELECOXIB","CELECOXIB","A208833","004","CAPSULE","ORAL","400MG","","","","AMNEAL PHARMACEUTICALS OF NEW YORK LLC","May 31, 2018"
"DISCN","CELECOXIB","CELECOXIB","A207061","004","CAPSULE","ORAL","400MG","","","","JUBILANT GENERICS LTD","Apr 4, 2017"
"DISCN","CELECOXIB","CELECOXIB","A212925","002","CAPSULE","ORAL","400MG","","","","PANGEA PHARMACEUTICALS LLC","Dec 9, 2020"
"DISCN","CELECOXIB","CELECOXIB","A078857","004","CAPSULE","ORAL","400MG","","","","PHARMOBEDIENT CONSULTING LLC","Feb 11, 2015"
"DISCN","CELECOXIB","CELECOXIB","A213127","003","CAPSULE","ORAL","400MG","","","","STRIDES PHARMA GLOBAL PTE LTD","Apr 29, 2025"
"DISCN","CELECOXIB","CELECOXIB","A213301","004","CAPSULE","ORAL","400MG","","","","UNICHEM LABORATORIES LTD","Jan 12, 2021"
"DISCN","CELECOXIB","CELECOXIB","A212564","003","CAPSULE","ORAL","400MG","","","","YABAO PHARMACEUTICAL CO LTD BEIJING","Apr 10, 2023"
"DISCN","CELECOXIB","CELECOXIB","A205938","004","CAPSULE","ORAL","400MG","","","","ZYDUS PHARMACEUTICALS USA INC","Jul 14, 2025"
"DISCN","CELECOXIB; TRAMADOL HYDROCHLORIDE","SEGLENTIS","N213426","001","TABLET","ORAL","56MG; 44MG","","RLD","","KOWA PHARMACEUTICALS AMERICA INC","Oct 15, 2021"
