"Mkt.Status","Active Ingredient","Proprietary Name","Appl. No.","Product Number","Dosage Form","Route","Strength","TE Code","RLD","RS","Applicant Holder","Approval Date"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A208198","001","SOLUTION","TOPICAL","2%","AB","","","AMNEAL PHARMACEUTICALS LLC","Aug 18, 2022"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A207714","001","SOLUTION","TOPICAL","2%","AB","","","APOTEX INC","May 6, 2022"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A213040","001","SOLUTION","TOPICAL","2%","AB","","","AUROLIFE PHARMA LLC","Feb 3, 2023"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A217646","001","SOLUTION","TOPICAL","2%","AB","","","ENCUBE ETHICALS PRIVATE LTD","Apr 9, 2025"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A208021","001","SOLUTION","TOPICAL","2%","AB","","RS","LUPIN PHARMACEUTICALS INC","Sep 20, 2022"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A208098","001","SOLUTION","TOPICAL","2%","AB","","","SUN PHARMA CANADA INC","Sep 29, 2022"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A203383","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","AT","","","ALTAIRE PHARMACEUTICALS INC","Nov 16, 2015"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A078792","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","AT","","RS","BAUSCH AND LOMB INC","Dec 28, 2007"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A078553","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","AT","","","RISING PHARMA HOLDINGS INC","Dec 28, 2007"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A077600","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","AT","","","RUBICON RESEARCH LTD","Nov 13, 2008"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A078031","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","AT","","","SANDOZ INC","Feb 6, 2008"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075185","002","TABLET, DELAYED RELEASE","ORAL","25MG","AB","","","CARLSBAD TECHNOLOGY INC","Nov 13, 1998"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A216548","001","TABLET, DELAYED RELEASE","ORAL","25MG","AB","","","RUBICON RESEARCH LTD","May 11, 2023"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A219945","001","TABLET, DELAYED RELEASE","ORAL","25MG","AB","","","UMEDICA LABORATORIES PRIVATE LTD","Nov 5, 2025"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A090066","001","TABLET, DELAYED RELEASE","ORAL","25MG","AB","","RS","UNIQUE PHARMACEUTICAL LABORATORIES A DIV OF JB CHEMICALS AND PHARMACEUTICALS LTD","Dec 1, 2010"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074514","001","TABLET, DELAYED RELEASE","ORAL","50MG","AB","","","ACTAVIS ELIZABETH LLC","Mar 26, 1996"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075281","002","TABLET, DELAYED RELEASE","ORAL","50MG","AB","","","AUROBINDO PHARMA USA INC","Feb 12, 2002"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075185","003","TABLET, DELAYED RELEASE","ORAL","50MG","AB","","","CARLSBAD TECHNOLOGY INC","Nov 13, 1998"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A216548","002","TABLET, DELAYED RELEASE","ORAL","50MG","AB","","","RUBICON RESEARCH LTD","May 11, 2023"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A219945","002","TABLET, DELAYED RELEASE","ORAL","50MG","AB","","","UMEDICA LABORATORIES PRIVATE LTD","Nov 5, 2025"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A090066","002","TABLET, DELAYED RELEASE","ORAL","50MG","AB","","RS","UNIQUE PHARMACEUTICAL LABORATORIES A DIV OF JB CHEMICALS AND PHARMACEUTICALS LTD","Dec 1, 2010"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074514","002","TABLET, DELAYED RELEASE","ORAL","75MG","AB","","","ACTAVIS ELIZABETH LLC","Mar 26, 1996"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075281","003","TABLET, DELAYED RELEASE","ORAL","75MG","AB","","","AUROBINDO PHARMA USA INC","Feb 12, 2002"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075185","001","TABLET, DELAYED RELEASE","ORAL","75MG","AB","","","CARLSBAD TECHNOLOGY INC","Nov 13, 1998"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A216548","003","TABLET, DELAYED RELEASE","ORAL","75MG","AB","","","RUBICON RESEARCH LTD","May 11, 2023"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A219945","003","TABLET, DELAYED RELEASE","ORAL","75MG","AB","","","UMEDICA LABORATORIES PRIVATE LTD","Nov 5, 2025"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A077863","003","TABLET, DELAYED RELEASE","ORAL","75MG","AB","","RS","UNIQUE PHARMACEUTICAL LABORATORIES A DIV OF JB CHEMICALS AND PHARMACEUTICALS LTD","Jun 8, 2007"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A076201","001","TABLET, EXTENDED RELEASE","ORAL","100MG","AB","","RS","DEXCEL LTD","Nov 6, 2002"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A216275","001","TABLET, EXTENDED RELEASE","ORAL","100MG","AB","","","NOVAST LABORATORIES LTD","Sep 23, 2022"
"RX","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075492","001","TABLET, EXTENDED RELEASE","ORAL","100MG","AB","","","VALEANT PHARMACEUTICALS NORTH AMERICA","Feb 11, 2000"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","ARTHROTEC","N020607","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","AB","RLD","","PFIZER INC","Dec 24, 1997"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","ARTHROTEC","N020607","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","AB","RLD","RS","PFIZER INC","Dec 24, 1997"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A201089","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","AB","","","ACTAVIS LABORATORIES FL INC","Jul 9, 2012"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A203995","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","AB","","","AMNEAL PHARMACEUTICALS","Nov 25, 2016"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A204355","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","AB","","","MICRO LABS LTD","Jul 15, 2021"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A205143","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","AB","","","YUNG SHIN PHARMACEUTICAL INDUSTRIAL CO LTD","Feb 19, 2020"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A201089","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","AB","","","ACTAVIS LABORATORIES FL INC","Jul 9, 2012"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A203995","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","AB","","","AMNEAL PHARMACEUTICALS","Nov 25, 2016"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A204355","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","AB","","","MICRO LABS LTD","Jul 15, 2021"
"RX","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A205143","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","AB","","","YUNG SHIN PHARMACEUTICAL INDUSTRIAL CO LTD","Feb 19, 2020"
"OTC","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A208077","001","GEL","TOPICAL","1%","","","","AMNEAL PHARMACEUTICALS","Mar 18, 2016"
"OTC","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A204306","001","GEL","TOPICAL","1%","","","","AUROLIFE PHARMA LLC","May 6, 2019"
"OTC","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A209903","001","GEL","TOPICAL","1%","","","","CIPLA LTD","Aug 3, 2018"
"OTC","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A210986","001","GEL","TOPICAL","1%","","","","ENCUBE ETHICALS PRIVATE LTD","Jan 27, 2020"
"OTC","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A211253","001","GEL","TOPICAL","1%","","","","PERRIGO PHARMA INTERNATIONAL DAC","May 16, 2019"
"OTC","DICLOFENAC SODIUM","VOLTAREN ARTHRITIS PAIN","N022122","001","GEL","TOPICAL","1%","","RLD","RS","HALEON US HOLDINGS LLC","Oct 17, 2007"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A209484","001","GEL","TOPICAL","1%","","","","HIKMA PHARMACEUTICALS USA INC","Nov 21, 2018"
"DISCN","DICLOFENAC SODIUM","SOLARAZE","N021005","001","GEL","TOPICAL","3% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","FOUGERA PHARMACEUTICALS INC","Oct 16, 2000"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A208786","001","SOLUTION","INTRAVENOUS","37.5MG/ML (37.5MG/ML)","","","","RISING PHARMA HOLDING INC","Jun 18, 2019"
"DISCN","DICLOFENAC SODIUM","DYLOJECT","N022396","001","SOLUTION","INTRAVENOUS","37.5MG/ML (37.5MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","JAVELIN PHARMACEUTICALS INC A WHOLLY OWNED SUDSIDIARY OF HOSPIRA INC","Dec 23, 2014"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A202027","001","SOLUTION","TOPICAL","1.5%","","","","APOTEX INC","May 27, 2014"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A202769","001","SOLUTION","TOPICAL","1.5%","","","","PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC","Jul 8, 2015"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A206715","001","SOLUTION","TOPICAL","1.5%","","","","RISING PHARMA HOLDINGS INC","Aug 7, 2017"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A202393","001","SOLUTION","TOPICAL","1.5%","","","","TWI PHARMACEUTICALS INC","Nov 24, 2014"
"DISCN","DICLOFENAC SODIUM","PENNSAID","N020947","001","SOLUTION","TOPICAL","1.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","NUVO PHARMACEUTICALS INC","Nov 4, 2009"
"DISCN","DICLOFENAC SODIUM","PENNSAID","N204623","001","SOLUTION","TOPICAL","2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","HORIZON THERAPEUTICS IRELAND DAC","Jan 16, 2014"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","N020809","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","","","","FALCON PHARMACEUTICALS LTD","May 4, 1998"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A077845","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","","","","SCIEGEN PHARMACEUTICALS INC","Apr 17, 2008"
"DISCN","DICLOFENAC SODIUM","VOLTAREN","N020037","001","SOLUTION/DROPS","OPHTHALMIC","0.1%","","RLD","","NOVARTIS PHARMACEUTICALS CORP","Mar 28, 1991"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074376","001","TABLET, DELAYED RELEASE","ORAL","25MG","","","","CHARTWELL RX SCIENCES LLC","Sep 28, 1995"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074391","001","TABLET, DELAYED RELEASE","ORAL","25MG","","","","ROXANE LABORATORIES INC","Jun 29, 1995"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074459","001","TABLET, DELAYED RELEASE","ORAL","25MG","","","","TEVA PHARMACEUTICALS USA","Jun 25, 1997"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074376","002","TABLET, DELAYED RELEASE","ORAL","50MG","","","","CHARTWELL RX SCIENCES LLC","Sep 28, 1995"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074986","001","TABLET, DELAYED RELEASE","ORAL","50MG","","","","MICRO LABS LTD","Feb 26, 1999"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074432","002","TABLET, DELAYED RELEASE","ORAL","50MG","","","","PLIVA INC","Jul 29, 1999"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074391","002","TABLET, DELAYED RELEASE","ORAL","50MG","","","","ROXANE LABORATORIES INC","Jun 29, 1995"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074459","002","TABLET, DELAYED RELEASE","ORAL","50MG","","","","TEVA PHARMACEUTICALS USA","Jun 25, 1997"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074723","001","TABLET, DELAYED RELEASE","ORAL","50MG","","","","TEVA PHARMACEUTICALS USA INC","Mar 30, 1999"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074394","001","TABLET, DELAYED RELEASE","ORAL","75MG","","","","CHARTWELL RX SCIENCES LLC","Nov 30, 1995"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074986","002","TABLET, DELAYED RELEASE","ORAL","75MG","","","","MICRO LABS LTD","Feb 26, 1999"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074432","003","TABLET, DELAYED RELEASE","ORAL","75MG","","","","PLIVA INC","Jul 29, 1999"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074391","003","TABLET, DELAYED RELEASE","ORAL","75MG","","","","ROXANE LABORATORIES INC","Jun 29, 1995"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074459","003","TABLET, DELAYED RELEASE","ORAL","75MG","","","","TEVA PHARMACEUTICALS USA","Jun 25, 1997"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A074390","001","TABLET, DELAYED RELEASE","ORAL","75MG","","","","TEVA PHARMACEUTICALS USA INC","Aug 15, 1996"
"DISCN","DICLOFENAC SODIUM","VOLTAREN","N019201","001","TABLET, DELAYED RELEASE","ORAL","25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","NOVARTIS PHARMACEUTICALS CORP","Jul 28, 1988"
"DISCN","DICLOFENAC SODIUM","VOLTAREN","N019201","002","TABLET, DELAYED RELEASE","ORAL","50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","NOVARTIS PHARMACEUTICALS CORP","Jul 28, 1988"
"DISCN","DICLOFENAC SODIUM","VOLTAREN","N019201","003","TABLET, DELAYED RELEASE","ORAL","75MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","NOVARTIS PHARMACEUTICALS CORP","Jul 28, 1988"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A075910","001","TABLET, EXTENDED RELEASE","ORAL","100MG","","","","ACTAVIS ELIZABETH LLC","Jan 7, 2002"
"DISCN","DICLOFENAC SODIUM","DICLOFENAC SODIUM","A076152","001","TABLET, EXTENDED RELEASE","ORAL","100MG","","","","AUROBINDO PHARMA USA INC","Dec 13, 2001"
"DISCN","DICLOFENAC SODIUM","VOLTAREN-XR","N020254","001","TABLET, EXTENDED RELEASE","ORAL","100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","","RLD","","NOVARTIS PHARMACEUTICALS CORP","Mar 8, 1996"
"DISCN","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A200540","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","","","","EXELA HOLDINGS INC","Mar 14, 2014"
"DISCN","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A200158","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","","","","SANDOZ INC","May 9, 2013"
"DISCN","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A206771","001","TABLET, DELAYED RELEASE","ORAL","50MG; 0.2MG","","","","ZYDUS PHARMACEUTICALS USA INC","Jun 12, 2023"
"DISCN","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A200540","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","","","","EXELA HOLDINGS INC","Mar 14, 2014"
"DISCN","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A200158","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","","","","SANDOZ INC","May 9, 2013"
"DISCN","DICLOFENAC SODIUM; MISOPROSTOL","DICLOFENAC SODIUM AND MISOPROSTOL","A206771","002","TABLET, DELAYED RELEASE","ORAL","75MG; 0.2MG","","","","ZYDUS PHARMACEUTICALS USA INC","Jun 12, 2023"
